cpu_usage,memory_usage,latency_ms,request_rate,is_anomaly
0.8921534176295679,0.9390230442331675,671.4904366074777,696.2746711340246,1
0.8162265757309172,0.8986512847411977,1313.480141640985,2703.145169407529,1
0.9847676641053014,0.8988886909058109,975.5930353925471,694.6974727282269,1
0.8984219819614586,0.7795204831213798,377.35035059662715,2267.008990526263,1
0.9166953864206122,0.8995430482825002,1010.9194780147179,2800.0954102726314,1
0.8449558587144265,0.975970993538287,1497.038972666831,1176.7090107543277,1
0.8918646361702928,0.9597182709940728,1513.7672184439273,1426.2285926487857,1
0.8815384034720812,0.8510000519851156,1084.4296265891553,1922.3035146117907,1
0.814230209980377,0.7591880338558017,1284.0660637557214,2704.2724240964617,1
0.8201704671740188,0.8333275027000471,2424.1394201164862,2854.7639681510504,1
0.9591197787275672,0.9400697716681277,1130.1666499066855,2348.90812027817,1
0.8455657909192522,0.9113447933369881,868.0989891719626,716.5494021367351,1
0.8370420715847399,0.85564904078661,835.6274969468723,2172.885388837127,1
0.8959331757375265,0.7626733530865312,1307.082147949095,1525.759304681655,1
0.9460619549588775,0.8481857873993596,1970.944327177277,1676.752498727654,1
0.8117698385300077,0.8578757361351133,753.174005214641,622.8709758629426,1
0.9095935047312687,0.9635677725656513,1860.4514797096897,977.6553483658954,1
0.822649984139709,0.8974498038238967,346.52961136871585,2476.2840188341193,1
0.8069275996568676,0.8216801708305692,1221.6525515646813,1634.8970826196494,1
0.8100213509108214,0.8708232008236659,2006.903143446131,1254.155604077872,1
0.9584911805596039,0.7651927207990968,1045.2125027037491,1460.0476849123954,1
0.8224147718893318,0.9736906941994394,1540.2216231798789,2635.9987833142004,1
0.8085787592383356,0.8328137774440669,750.9543122170037,2372.4975435123924,1
0.8832009785571533,0.8599094916300212,1932.389860477579,1180.788492952707,1
0.9603587596689847,0.8317153140744922,415.01402719127117,793.7546005309332,1
0.8498575915329674,0.906977697926726,2175.593818726101,1129.9955541101792,1
0.8801253973299241,0.9023133964158063,736.0320501276699,2801.8911276368344,1
0.8075852811871128,0.9145241314217012,2223.675669758328,1953.9720946243883,1
0.8853249176856264,0.8116729428107418,1075.5643308611382,1833.7005218619572,1
0.9097464853210554,0.8226037506677352,1889.9038638438706,1990.9839992311538,1
0.9084723402129076,0.7788077831521278,1002.2956551296146,1415.0706643662882,1
0.8631610715131294,0.9007672935246058,2293.0056767162246,2517.767550798782,1
0.8599513043259958,0.7591533392872001,578.6016761404236,1808.2156232506245,1
0.8202584875979536,0.8874669371703956,692.7435363997172,791.8697569219889,1
0.869691680922791,0.9500300535158758,1384.6662753493652,822.6628120726574,1
0.8189039870858633,0.9548913941066157,480.2645658839215,1842.147866256546,1
0.9456532294952898,0.8532786848850912,731.1564063438763,2841.425545177098,1
0.9835921165721553,0.855639848289007,2376.2860408664314,1270.8803041904969,1
0.9843141467666743,0.7677029120918439,2448.277254525352,2673.8529221480458,1
0.9643635088813248,0.9042759558518982,1127.7705245269283,2410.2389664471984,1
0.9141505083745276,0.9388896666857545,2331.2292462306586,1119.531107267267,1
0.9331644824763372,0.806270662559084,1498.61428648155,590.8518707906062,1
0.8541891025092787,0.8468992027756739,893.4334249222875,754.6181628559568,1
0.9198463798327979,0.9429330474560121,1845.277186377317,2321.2348346186004,1
0.8865734143935767,0.9517377075623262,1749.5839744646858,999.1743451016167,1
0.8915832945576172,0.805931395460772,2476.0757020392134,1428.1773012634844,1
0.9439775464712801,0.8766312459445138,883.1040323004232,1754.247915016062,1
0.8535644875634778,0.7942734246462402,1778.530905855818,2313.6704211254073,1
0.8604275262219588,0.773432115752098,414.45226106478316,783.0780581478134,1
0.975681940314441,0.9595577153201502,550.0212851327827,1515.9160131936537,1
0.8106826160216848,0.9387167259733851,308.6204248924052,1712.6822728567386,1
0.8922705166985347,0.92480802741473,2498.8134983312807,1852.0676599288493,1
0.9734321520774938,0.7612162533270223,2065.002133724451,2545.9016034880415,1
0.9159689714854499,0.9440576223233592,2030.7906324137898,929.1954876080422,1
0.9038173441003051,0.8507501374582382,1421.3973656339954,2519.5786295665557,1
0.8474513940535775,0.8287508783580477,960.1475823919678,2232.1960692416305,1
0.8652223429222452,0.8756895630358366,632.7814258178871,1889.6770354973983,1
0.9618891990028917,0.7710112458264179,926.28442546222,2248.8196760064297,1
0.9062514450360071,0.9240287063510517,1127.1366882441062,1530.044347379141,1
0.8978010168137882,0.883960067684308,1963.8822133566468,845.9939649203114,1
0.8189201455726055,0.7929157222808285,1487.2559355869353,2164.4131006634184,1
0.8030453497264735,0.7932934059468805,470.4639784220619,1811.6807667140556,1
